,open,high,low,close,adjclose,volume,ticker
2018-03-06,11595.0,11655.0,10570.0,10650.0,10650.0,1580.0,BTC=F
2018-03-07,10735.0,10880.0,9385.0,9790.0,9790.0,1888.0,BTC=F
2018-03-08,9970.0,10100.0,9105.0,9400.0,9400.0,2524.0,BTC=F
2018-03-09,9350.0,9445.0,8390.0,9015.0,9015.0,2742.0,BTC=F
2018-03-12,9490.0,9940.0,8735.0,8910.0,8910.0,2732.0,BTC=F
2018-03-13,9165.0,9515.0,8825.0,9070.0,9070.0,3375.0,BTC=F
2018-03-14,8905.0,9395.0,8185.0,8275.0,8275.0,2638.0,BTC=F
2018-03-15,8005.0,8450.0,7700.0,8235.0,8235.0,3093.0,BTC=F
2018-03-16,8340.0,8640.0,7885.0,8555.0,8555.0,3065.0,BTC=F
2018-03-19,8275.0,8720.0,8100.0,8400.0,8400.0,2746.0,BTC=F
2018-03-20,8420.0,9025.0,8320.0,8945.0,8945.0,2050.0,BTC=F
2018-03-21,8990.0,9185.0,8775.0,8890.0,8890.0,1829.0,BTC=F
2018-03-22,8905.0,9095.0,8500.0,8630.0,8630.0,2123.0,BTC=F
2018-03-23,8650.0,8770.0,8270.0,8615.0,8615.0,2895.0,BTC=F
2018-03-26,8650.0,8650.0,7840.0,7910.0,7910.0,2433.0,BTC=F
2018-03-27,7880.0,8270.0,7760.0,7895.0,7895.0,3738.0,BTC=F
2018-03-28,8010.0,8100.0,7735.0,7875.0,7875.0,3252.0,BTC=F
2018-03-29,7885.0,7995.0,7345.0,7389.91015625,7389.91015625,1684.0,BTC=F
2018-04-02,6905.0,7150.0,6775.0,6990.0,6990.0,3539.0,BTC=F
2018-04-03,6975.0,7520.0,6965.0,7460.0,7460.0,2274.0,BTC=F
2018-04-04,7430.0,7440.0,6725.0,6860.0,6860.0,2951.0,BTC=F
2018-04-05,6790.0,6925.0,6550.0,6760.0,6760.0,4565.0,BTC=F
2018-04-06,6760.0,6890.0,6485.0,6630.0,6630.0,2415.0,BTC=F
2018-04-09,7025.0,7225.0,6605.0,6675.0,6675.0,3348.0,BTC=F
2018-04-10,6705.0,6880.0,6640.0,6840.0,6840.0,1882.0,BTC=F
2018-04-11,6860.0,6970.0,6785.0,6920.0,6920.0,1746.0,BTC=F
2018-04-12,6920.0,8105.0,6660.0,7680.0,7680.0,4825.0,BTC=F
2018-04-13,7790.0,8235.0,7760.0,8105.0,8105.0,3045.0,BTC=F
2018-04-16,8005.0,8445.0,7880.0,7980.0,7980.0,3858.0,BTC=F
2018-04-17,8015.0,8180.0,7805.0,7885.0,7885.0,2676.0,BTC=F
2018-04-18,7870.0,8240.0,7860.0,8125.0,8125.0,2826.0,BTC=F
2018-04-19,8190.0,8315.0,8100.0,8260.0,8260.0,2718.0,BTC=F
2018-04-20,8300.0,8585.0,8235.0,8540.0,8540.0,2318.0,BTC=F
2018-04-23,8910.0,9015.0,8775.0,8845.0,8845.0,2952.0,BTC=F
2018-04-24,8965.0,9465.0,8920.0,9455.0,9455.0,4681.0,BTC=F
2018-04-25,9480.0,9765.0,8755.0,8970.0,8970.0,10346.0,BTC=F
2018-04-26,9170.0,9185.0,8635.0,8865.0,8865.0,4924.0,BTC=F
2018-04-27,9130.0,9375.0,9115.0,9231.1201171875,9231.1201171875,2190.0,BTC=F
2018-04-30,9375.0,9495.0,9140.0,9365.0,9365.0,2999.0,BTC=F
2018-05-01,9285.0,9315.0,8815.0,8985.0,8985.0,3143.0,BTC=F
2018-05-02,9070.0,9210.0,8985.0,9150.0,9150.0,2093.0,BTC=F
2018-05-03,9245.0,9805.0,9180.0,9675.0,9675.0,4177.0,BTC=F
2018-05-04,9710.0,9840.0,9540.0,9670.0,9670.0,3762.0,BTC=F
2018-05-07,9605.0,9705.0,9160.0,9435.0,9435.0,4705.0,BTC=F
2018-05-08,9410.0,9490.0,9010.0,9235.0,9235.0,4435.0,BTC=F
2018-05-09,9185.0,9375.0,8955.0,9280.0,9280.0,3015.0,BTC=F
2018-05-10,9255.0,9415.0,9040.0,9090.0,9090.0,3063.0,BTC=F
2018-05-11,9110.0,9125.0,8380.0,8625.0,8625.0,4980.0,BTC=F
2018-05-14,8660.0,8900.0,8285.0,8755.0,8755.0,5754.0,BTC=F
2018-05-15,8735.0,8850.0,8435.0,8555.0,8555.0,4222.0,BTC=F
2018-05-16,8475.0,8545.0,8115.0,8250.0,8250.0,4978.0,BTC=F
2018-05-17,8290.0,8460.0,8115.0,8180.0,8180.0,2872.0,BTC=F
2018-05-18,8225.0,8275.0,7915.0,8230.0,8230.0,3390.0,BTC=F
2018-05-21,8525.0,8680.0,8320.0,8375.0,8375.0,2701.0,BTC=F
2018-05-22,8345.0,8420.0,8070.0,8180.0,8180.0,2341.0,BTC=F
