,name,Country Code,rating,category,Currency,original_price,offer_price,discount_percentage,sales,quantity_available,state,reviews,scrape_link,date_scraped,Marca,Línea,Modelo,Modelo alfanumérico,Color,Es smart,Es 3D,Es curvo,Es portátil,Sistema operativo,Tipo de pantalla,Tamaño de la pantalla,Tipo de resolución,Con HDR,Relación de contraste,Tiempo de respuesta,Con USB,Con HDMI,Con Wi-Fi,Con Bluetooth,Voltaje,Frecuencia,Con apagado automático,Con cables ocultos,Con sistema de montaje VESA incorporado,Ancho x Profundidad x Altura,Peso,Ancho con soporte,Profundidad con soporte,Altura con soporte,Peso con soporte,Accesorios incluidos,Con función screen share,Apps integradas,Resolución máxima,Relación de aspecto,Cantidad de puertos HDMI,Cantidad de puertos USB,Con ethernet,Con entrada S/PDIF,Con entrada de antena RF,Cantidad de parlantes,Potencia máxima de los parlantes,Modos de sonido,Brillo,Frecuencia de actualización de la pantalla,Con entrada por video componentes,Con entrada por video compuesto,Con comando de voz integrado,Asistentes virtuales integrados,Con VGA,Capacidad de almacenamiento,Es inflamable,Es kit,Ángulo de visión horizontal,Ángulo de visión vertical,Cantidad de núcleos del procesador,Países con control mágico incluido,Organismo de certificación (OCP),Número de certificado de seguridad eléctrica,Duración del producto,Profundidad,Ancho x Profundidad,Ancho x Altura,Con impacto positivo,Ancho
423, Smart Tv Noblex Db58x7500pi 58  Led 4k Android Tv,BR,None,Televisores,$,154999,148999,,50,1,None,,https://articulo.mercadolibre.com.ar/MLA-1214813536-smart-tv-noblex-db58x7500pi-58-led-4k-android-tv-_JM#position=25&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:38:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,"Smart TV Hyundai HYLED-58UHD4 4K 58"" 220V",BR,4.6,Televisores,$,178999,139999,21,100,1,None,37,https://www.mercadolibre.com.ar/smart-tv-hyundai-hyled-58uhd4-4k-58-220v/p/MLA15911143?pdp_filters=category:MLA1002#searchVariation=MLA15911143&position=7&search_layout=stack&type=product&tracking_id=,16/03/2023 05:38:49,Hyundai,,HYLED-58UHD4,,,Sí,,,,,LED,"58 """,4K,,,,Sí,Sí,Sí,,220V,,,,,,14.5 kg,,,,,"Control remoto, Cable de alimentación",,"Netflix, YouTube",3840 px - 2160 px,16:9,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Smart Tv Samsung Series 7 Un50au7000gczb Led 4k 50,BR,None,Televisores,$,,134899,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1179562775-smart-tv-samsung-series-7-un50au7000gczb-led-4k-50-_JM#position=26&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:38:52,Samsung,Series 7,UN50AU7000G,UN50AU7000GCZB,,Sí,,,,Tizen,LED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,50 Hz x 60 Hz,Sí,Sí,Sí,1116.8 mm x 59.9 mm x 644.2 mm,11.4 kg,1116.8 mm,250.2 mm,719.1 mm,11.6 kg,"Adaptador AV,Baterías,Cable de alimentación,Manual,Manual electrónico,Smart control TM2140A",Sí,"Apple TV,Gallery,Netflix,Prime Video,Web browser,YouTube",3840 px - 2160 px,16:9,3,1,Sí,Sí,Sí,2,20 W,"Dolby Digital Plus,Q-Symphony",,,,,,,,,,,,,,,,,10 días,,,,,
426,Smart Tv Bgh B4321fh5a Led Full Hd 43 ,BR,None,Televisores,$,,81199,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1139049146-smart-tv-bgh-b4321fh5a-led-full-hd-43-_JM#position=27&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:38:54,BGH,Smart,B4321FH5A,,,Sí,Sí,No,,Android TV,LED,"43 """,Full HD,,1200:1,,Sí,Sí,Sí,Sí,,,,,,95.5 cm x 8.3 cm x 55.8 cm,6.4 kg,95.5 cm,18.2 cm,60.6 cm,6.5 kg,,Sí,"Netflix,Google Play Store,Prime Video,YouTube",1920 px - 1080 px,16:9,2,2,,Sí,,,,DTS,,,,,Sí,Google Assistant,,,,,,,,,,,,,,,,
427,Smart Tv Candy 32  32sv1300 Android Hd High Definition D-led,BR,None,Televisores,$,,54710,,100,1,None,,https://www.mercadolibre.com.ar/smart-tv-candy-32-32sv1300-android-hd-high-definition-d-led/p/MLA20005434?pdp_filters=category:MLA1002#searchVariation=MLA20005434&position=8&search_layout=stack&type=p,16/03/2023 05:38:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Tv Led 24 Pulgadas Philips 24phd5565/77 Hdmi Rca Pixel Plus,BR,5.0,Televisores,$,46999,43999,6,25,1,None,1,https://articulo.mercadolibre.com.ar/MLA-928069148-tv-led-24-pulgadas-philips-24phd556577-hdmi-rca-pixel-plus-_JM#position=28&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e,16/03/2023 05:39:00,Philips,5500 Series,24PHD5565,24PHD5565/77,,,,,Sí,,LED,"24 """,HD,,,,Sí,Sí,,,110V/240V,50 Hz x 60 Hz,Sí,,Sí,556 mm x 68 mm x 338.2 mm,2.95 kg,556 mm,135 mm,366.7 mm,3 kg,"Soporte para la mesa,Control remoto,Baterías,Cable de alimentación,Guía de instalación",,,1366 px - 768 px,16:9,2,1,,Sí,,2,6 W,Surround,,,,,,,,,,,,,,,,,,,,,,
429,LG Oled Evo C2 4k 55'',BR,None,Televisores,$,,569999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1289277274-lg-oled-evo-c2-4k-55-_JM#position=29&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:39:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Smart Tv Noblex 55 Led 4k Nitid Uhd Series X7 Dk55x7500,BR,None,Televisores,$,,123997,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1275666492-smart-tv-noblex-55-led-4k-nitid-uhd-series-x7-dk55x7500-_JM#position=30&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29,16/03/2023 05:39:04,Noblex,DK,DK55X7500PI,91DK55X7500PI,Negro,Sí,No,No,No,Google TV,LED,"55 """,4K,No,4000:1,8 ms,Sí,Sí,Sí,Sí,220V,,,,Sí,123 cm x 7.9 cm x 71.4 cm,11.3 kg,123 cm,23.9 cm,77.1 cm,,Control remoto,,Netflix,3840 px - 2160 px,16:9,3,2,Sí,,Sí,2,16 W,,300 cd/m²,60 Hz,,,Sí,Google Assistant,No,,,,,,,,,,,,,,,
431,Smart Tv 4k Led 50 Pulgadas Hdmi Netflix Youtube Dtv Usb,BR,None,Televisores,$,,149889,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1247758814-smart-tv-4k-led-50-pulgadas-hdmi-netflix-youtube-dtv-usb-_JM#position=31&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e2,16/03/2023 05:39:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Smart Tv 4k 55 Pulgadas Samsung Au7000 Un55au7000 Hdr Tizen,BR,None,Televisores,$,184999,147999,20,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1117909646-smart-tv-4k-55-pulgadas-samsung-au7000-un55au7000-hdr-tizen-_JM#position=32&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec96,16/03/2023 05:39:10,Samsung,Series 7,UN55AU7000G,Samsung,,Sí,,,,Tizen,LED,"55 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,50 Hz x 60 Hz,Sí,Sí,Sí,1230.5 mm x 59.9 mm x 707.2 mm,13.9 kg,1230.5 mm,250.2 mm,783.3 mm,14.2 kg,"Manual,Cable de alimentación,Manual electrónico,Adaptador AV,Control remoto TM2140A",Sí,"Web browser,Gallery,Netflix,Prime Video,Apple TV,YouTube TV",3840 px - 2160 px,16:9,3,1,Sí,Sí,Sí,2,20 W,"Dolby Digital Plus,Q-Symphony,Adaptive Sound",,,,,,,,,,,,,,,,,,,,,,
433,Smart Tv LG Led 43  Fhd Thinq  Ai 43lm6350psb Gtia Bidcom,BR,None,Televisores,$,109999,109449,,25,1,None,,https://articulo.mercadolibre.com.ar/MLA-910694966-smart-tv-lg-led-43-fhd-thinq-ai-43lm6350psb-gtia-bidcom-_JM#position=33&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e,16/03/2023 05:39:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Smart Tv 32  Pulgadas Philips Android Hd 32phd6917/77 240v,BR,None,Televisores,$,,54935,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1280850926-smart-tv-32-pulgadas-philips-android-hd-32phd691777-240v-_JM#position=34&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e2,16/03/2023 05:39:14,Philips,SMART + ANDROID,32PHD6917,32PHD6917/77,Negro,Sí,No,,,Android,LED,"32 """,HD,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,,Sí,No,,71.6 cm x 7.6 cm x 43.3 cm,3.98 kg,71.6 cm,16.6 cm,45.3 cm,3.02 kg,,Sí,,1366 px - 768 px,,3,2,Sí,,Sí,2,5 W,Dolby Digital,,,,,Sí,,No,,,,,,,,,,,,,,,
435,Smart Tv Bgh 32 B3222k5 Hd Netflix,BR,None,Televisores,$,,61799,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1320288808-smart-tv-bgh-32-b3222k5-hd-netflix-_JM#position=35&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:39:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Smart -tv Bgh - B 4321fh5a Led / Full Hd 43 ,BR,None,Televisores,$,,96799,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1139021228-smart-tv-bgh-b-4321fh5a-led-full-hd-43-_JM#position=36&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:39:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Smart Tv 43  Fhd Android Usb Hdmi Negro Philips 43pfd6917/77,BR,None,Televisores,$,,81999,,100,1,None,,https://articulo.mercadolibre.com.ar/MLA-1173846047-smart-tv-43-fhd-android-usb-hdmi-negro-philips-43pfd691777-_JM#position=37&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969,16/03/2023 05:39:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Smart Tv Led Noblex Dk65x7500 De 65 4k Uhd Google Tv ,BR,None,Televisores,$,,194999,13,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1290644603-smart-tv-led-noblex-dk65x7500-de-65-4k-uhd-google-tv-_JM#position=38&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:39:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,"Smart TV Samsung Series 8 QN55Q80AAGXZS QLED 4K 55"" 100V/240V",BR,None,Televisores,$,,384999,,25,1,None,,https://www.mercadolibre.com.ar/smart-tv-samsung-series-8-qn55q80aagxzs-qled-4k-55-100v240v/p/MLA15482657?pdp_filters=category:MLA1002#searchVariation=MLA15482657&position=9&search_layout=stack&type=p,16/03/2023 05:39:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Smart Tv Samsung Q65b 55'' Qled 4k Uhd Hdr Quantum Dot ,BR,None,Televisores,$,341321,317429,7,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1309411003-smart-tv-samsung-q65b-55-qled-4k-uhd-hdr-quantum-dot-_JM#position=39&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:39:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Televisor Smart Tcl L40s65a 40  Led Fhd Serie Nueva,BR,None,Televisores,$,,78949,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1371062354-televisor-smart-tcl-l40s65a-40-led-fhd-serie-nueva-_JM#position=40&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:39:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Smart Tv Philco 50 Led Pld50hs22 4k,BR,None,Televisores,$,,99999,,50,1,None,,https://articulo.mercadolibre.com.ar/MLA-1134539762-smart-tv-philco-50-led-pld50hs22-4k-_JM#position=41&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:39:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Smart Tv Led Uhd 65 Pulgadas Control Por Voz Android Tv 4k,BR,5.0,Televisores,$,,164936,22,50,1,None,5,https://www.mercadolibre.com.ar/smart-tv-led-uhd-65-pulgadas-control-por-voz-android-tv-4k/p/MLA20005178?pdp_filters=category:MLA1002#searchVariation=MLA20005178&position=10&search_layout=stack&type=p,16/03/2023 05:39:35,Kanji,Smart,TV-6XST005,TV-6XST005,Negro,Sí,No,No,No,Android TV,LED,"65 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,,,,Sí,,18 kg,,,,,,,,3840 px - 2160 px,,3,2,Sí,Sí,Sí,2,8 W,Dolby Digital,280 cd/m²,,,,Sí,Google Assistant,No,8 GB,,,,,4,,,,,,,,,
444,Smart Android Tv 43 Pulgadas Led Rca C43and Full Hd,BR,None,Televisores,$,,84999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1191763351-smart-android-tv-43-pulgadas-led-rca-c43and-full-hd-_JM#position=42&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:39:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,"Smart TV Samsung The Frame QN65LS03AAGXZD QLED 4K 65"" 100V/240V",BR,None,Televisores,$,599999,555999,7,5,1,None,,https://www.mercadolibre.com.ar/smart-tv-samsung-the-frame-qn65ls03aagxzd-qled-4k-65-100v240v/p/MLA18519391?pdp_filters=category:MLA1002#searchVariation=MLA18519391&position=11&search_layout=stack&typ,16/03/2023 05:39:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,"Smart TV TCL L55C2 LED 4K 55"" 100V/240V",BR,4.7,Televisores,$,,161000,,100,1,None,29,https://www.mercadolibre.com.ar/smart-tv-tcl-l55c2-led-4k-55-100v240v/p/MLA8854237?pdp_filters=category:MLA1002#searchVariation=MLA8854237&position=12&search_layout=stack&type=product&tracking_id=a5b5,16/03/2023 05:39:42,TCL,,L55C2,,,Sí,,,,Android TV,LED,"55 """,4K,Sí,40000:1,6.5 ms,Sí,Sí,Sí,,100V/240V,,,,,123.2 cm x 24.2 cm x 79 cm,18.5 kg,,,,,"Control remoto, Cable de alimentación",,"YouTube, Netflix, Web browser",3840 px - 2160 px,16:9,4,2,Sí,,,,,,400 cd/m²,,,,Sí,,No,,,,178°,178°,2,,,,,,,,,
447,Smart Tv 55 Hitachi Cdh-le554ksmart21 4k Android,BR,4.8,Televisores,$,,178999,,25,1,None,4,https://articulo.mercadolibre.com.ar/MLA-1135926141-smart-tv-55-hitachi-cdh-le554ksmart21-4k-android-_JM#position=43&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:39:45,Hitachi,"Smart TV 55"" 4K Android TV",CDH-LE554KSMART21,CDH-LE554KSMART21,Negro,Sí,No,No,No,Android TV,LED,"55 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V,,,,,123.9 cm x 8.4 cm x 72.1 cm,,123.9 cm,30.47 cm,77.4 cm,11.2 kg,,Sí,"Netflix,YouTube",3840 px - 2160 px,16:9,3,1,Sí,Sí,Sí,2,19 W,"Dolby Audio,MTS,SAP,Stereo",,,,Sí,Sí,,,16 GB,,,,,,,,,,,,,,
448,Smart Tv Aoc 43s5295/77g 43'' Full Hd Hdmi Netflix,BR,None,Televisores,$,,79999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-869371978-smart-tv-aoc-43s529577g-43-full-hd-hdmi-netflix-_JM#position=44&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:39:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Smart Tv Candy 32  32sv1300 Android Hd High Definition Gtia,BR,None,Televisores,$,,53999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1139026575-smart-tv-candy-32-32sv1300-android-hd-high-definition-gtia-_JM#position=45&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969,16/03/2023 05:39:50,Candy,HIGH DEFINITION D-LED,32SV1300,32SV1300,Negro,Sí,No,No,No,Android,LED,"32 """,HD,No,3000:1,8.5 ms,Sí,Sí,Sí,No,,,,,,,,,,,,,,,,,,,,,,,,,180 cd/m²,,,,,,,,,,,,,,,,3 días,,,,,
450,Smart Tv Tcl L32s65a-f Led Hd 32  Android Control Por Voz,BR,None,Televisores,$,,51990,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1357362843-smart-tv-tcl-l32s65a-f-led-hd-32-android-control-por-voz-_JM#position=46&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e2,16/03/2023 05:39:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Smart Tv 32 Rca C32and Android Hdr Tda,BR,5.0,Televisores,$,58599,55669,5,1,1,None,1,https://articulo.mercadolibre.com.ar/MLA-1156517588-smart-tv-32-rca-c32and-android-hdr-tda-_JM#position=47&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:39:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Smart Tv Philips 43 Pulgadas Android Tv Full Hd 43pfd6927/77,BR,5.0,Televisores,$,109999,98999,10,5,1,None,2,https://articulo.mercadolibre.com.ar/MLA-1147883725-smart-tv-philips-43-pulgadas-android-tv-full-hd-43pfd692777-_JM#position=48&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec96,16/03/2023 05:39:57,Philips,SMART + ANDROID,43PFD6927/77,43PFD6927/77,Blanco,Sí,,,,Android,LED,"43 """,Full HD,Sí,,,Sí,Sí,Sí,Sí,120V/220V,,Sí,,,95.8 cm x 8.2 cm x 56.8 cm,7.2 kg,95.8 cm,22.7 cm,58.7 cm,7.13 kg,,Sí,,1920 px - 1080 px,16:9,3,3,Sí,,Sí,2,8 W,,,,,,Sí,,,,,,,,,,,,,,,,,
453,Smart Tv Philips 6800 Series 32phd6825/77 Led Hd 32  ,BR,None,Televisores,$,,64999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1322684509-smart-tv-philips-6800-series-32phd682577-led-hd-32-_JM#position=49&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:39:59,Philips,6800 Series,32PHD6825,32PHD6825/77,,Sí,No,No,No,Saphi,LED,"32 """,HD,Sí,,,Sí,Sí,Sí,,110V/240V,50 Hz x 60 Hz,Sí,,Sí,719.2 mm x 75.6 mm x 425.7 mm,4 kg,719.2 mm,177.4 mm,486.2 mm,4.1 kg,"Baterías,Cable de alimentación,Control remoto,Guía de instalación,Soporte para la mesa",Sí,"Netflix,Prime Video,Web browser,YouTube",1366 px - 768 px,16:9,3,2,Sí,Sí,Sí,2,10 W,Surround,,,,,,,,,,,,,,,,,,,,,,
454,Smart Tv 4k 50 Motorola Android Control Voz Chromecast Bt,BR,None,Televisores,$,129999,94899,27,25,1,None,,https://articulo.mercadolibre.com.ar/MLA-1346894149-smart-tv-4k-50-motorola-android-control-voz-chromecast-bt-_JM#position=50&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e,16/03/2023 05:40:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Smart Tv 43  Con Android 43pfd6917 Philips,BR,5.0,Televisores,$,131769,99999,24,25,1,None,1,https://articulo.mercadolibre.com.ar/MLA-1147468723-smart-tv-43-con-android-43pfd6917-philips-_JM#position=51&search_layout=stack&type=item&tracking_id=a5b5f355-5956-4d5a-b89c-f4ec969e29e7,16/03/2023 05:40:04,Philips,,43PFD6917,43PFD6917/77,Negro,Sí,No,No,,Android 10,LED,"43 """,Full HD,Sí,,,Sí,Sí,Sí,Sí,110V/240V,50 Hz x 60 Hz,Sí,,Sí,958 mm x 82 mm x 568 mm,7.2 kg,958 mm,227 mm,587 mm,7.13 kg,"Baterías,Cable de alimentación,Soporte para la mesa,Control remoto,Guía de instalación",,"YouTube,Prime Video,Disney+,Google Play Movies & TV,Google Play Music,Netflix,Google Play Store",1920 px - 1080 px,16:9,3,2,Sí,Sí,Sí,2,16 W,"Dolby Atmos,Surround",,,,,Sí,Google Assistant,,8 GB,,,,,,,,,,,,,,
456,"Smart TV Philco PLD50US9A1 LED 4K 50"" 220V",BR,None,Televisores,$,,107118,,1000,1,None,,https://www.mercadolibre.com.ar/smart-tv-philco-pld50us9a1-led-4k-50-220v/p/MLA15710279?pdp_filters=category:MLA1002#searchVariation=MLA15710279&position=13&search_layout=stack&type=product&tracking_i,16/03/2023 05:40:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,None,BR,None,Televisores,None,,,,,1,None,,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=HyU6u2uiSo6j5LWNudGxhoIpaLKTG%2ByrKLu5sV9KhwmFKPEcmH9xI5ZJx4WLLkMWoyRaKHuslxJkKaGc%2FI%2FtL16FN3wAyNdXfUPPsP6zFf7kWT50q3fp5bmDtnBN,16/03/2023 05:40:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Smart Tv Philips 6800 Series 32phd6825/77 Led Hd 32  ,BR,None,Televisores,$,,64999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1322684509-smart-tv-philips-6800-series-32phd682577-led-hd-32-_JM#position=8&search_layout=stack&type=item&tracking_id=5ad1f4e8-f138-4629-8e88-a9a9f3dc18c9,16/03/2023 05:40:12,Philips,6800 Series,32PHD6825,32PHD6825/77,,Sí,No,No,No,Saphi,LED,"32 """,HD,Sí,,,Sí,Sí,Sí,,110V/240V,50 Hz x 60 Hz,Sí,,Sí,719.2 mm x 75.6 mm x 425.7 mm,4 kg,719.2 mm,177.4 mm,486.2 mm,4.1 kg,"Baterías,Cable de alimentación,Control remoto,Guía de instalación,Soporte para la mesa",Sí,"Netflix,Prime Video,Web browser,YouTube",1366 px - 768 px,16:9,3,2,Sí,Sí,Sí,2,10 W,Surround,,,,,,,,,,,,,,,,,,,,,,
459,Smart Tv 32'' Rca C32and Pantalla Led Android Hdmi Usb,BR,None,Televisores,$,,50270,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1292483635-smart-tv-32-rca-c32and-pantalla-led-android-hdmi-usb-_JM#position=9&search_layout=stack&type=item&tracking_id=5ad1f4e8-f138-4629-8e88-a9a9f3dc18c9,16/03/2023 05:40:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Smart Tv 4k 50 Motorola Android Control Voz Chromecast Bt,BR,None,Televisores,$,129999,94899,27,25,1,None,,https://articulo.mercadolibre.com.ar/MLA-1346894149-smart-tv-4k-50-motorola-android-control-voz-chromecast-bt-_JM#position=10&search_layout=stack&type=item&tracking_id=5ad1f4e8-f138-4629-8e88-a9a9f3dc,16/03/2023 05:40:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Smart Tv 43  Con Android 43pfd6917 Philips,BR,None,Televisores,$,131769,99999,24,25,1,None,,https://articulo.mercadolibre.com.ar/MLA-1147468723-smart-tv-43-con-android-43pfd6917-philips-_JM#position=11&search_layout=stack&type=item&tracking_id=5ad1f4e8-f138-4629-8e88-a9a9f3dc18c9,16/03/2023 05:40:19,Philips,,43PFD6917,43PFD6917/77,Negro,Sí,No,No,,Android 10,LED,"43 """,Full HD,Sí,,,Sí,Sí,Sí,Sí,110V/240V,50 Hz x 60 Hz,Sí,,Sí,958 mm x 82 mm x 568 mm,7.2 kg,958 mm,227 mm,587 mm,7.13 kg,"Baterías,Cable de alimentación,Soporte para la mesa,Control remoto,Guía de instalación",,"YouTube,Prime Video,Disney+,Google Play Movies & TV,Google Play Music,Netflix,Google Play Store",1920 px - 1080 px,16:9,3,2,Sí,Sí,Sí,2,16 W,"Dolby Atmos,Surround",,,,,Sí,Google Assistant,,8 GB,,,,,,,,,,,,,,
462,"Smart TV Philco PLD50US9A1 LED 4K 50"" 220V",BR,4.6,Televisores,$,,107118,,1000,1,None,91,https://www.mercadolibre.com.ar/smart-tv-philco-pld50us9a1-led-4k-50-220v/p/MLA15710279?pdp_filters=category:MLA1002#searchVariation=MLA15710279&position=2&search_layout=stack&type=product&tracking_id,16/03/2023 05:40:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
