,countrycode,tv_title,tv_make,tv_price,numberofoffers,averageprice,currency,scrapelink,scrapedate,level_9,0
522,TN,"Telefunken Téléviseur 43"" TLF D6 HD Récepteur intégré - Garantie 3 ans",Telefunken,897.00 TND,1,897.00,TND,https://www.jumia.com.tn/telefunken-televiseur-43-tlf-d6-hd-recepteur-integre-garantie-3-ans-572025.html,15/09/2022 19:41:08,• TNT,• TNT
523,TN,"Telefunken Téléviseur 43"" TLF D6 HD Récepteur intégré - Garantie 3 ans",Telefunken,897.00 TND,1,897.00,TND,https://www.jumia.com.tn/telefunken-televiseur-43-tlf-d6-hd-recepteur-integre-garantie-3-ans-572025.html,15/09/2022 19:41:08,• Dimensions,• Dimensions
524,TN,"Telefunken Téléviseur 43"" TLF D6 HD Récepteur intégré - Garantie 3 ans",Telefunken,897.00 TND,1,897.00,TND,https://www.jumia.com.tn/telefunken-televiseur-43-tlf-d6-hd-recepteur-integre-garantie-3-ans-572025.html,15/09/2022 19:41:08,• avec support 954.9*188.9*609.8 mm,• avec support 954.9*188.9*609.8 mm
525,TN,"Telefunken Téléviseur 43"" TLF D6 HD Récepteur intégré - Garantie 3 ans",Telefunken,897.00 TND,1,897.00,TND,https://www.jumia.com.tn/telefunken-televiseur-43-tlf-d6-hd-recepteur-integre-garantie-3-ans-572025.html,15/09/2022 19:41:08,• sans support 954.9*79.7*553.3 mm,• sans support 954.9*79.7*553.3 mm
526,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,SKU, TO026EA090J3ONAFAMZ
527,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,Modèle, S2850
528,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,Taille (Longueur x Largeur x Hauteur cm), 12x
529,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,Poids (kg), 1
530,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,Couleur, Noir
531,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,Garantie 3 ans,Garantie 3 ans
532,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,Résolution 1920 x 1080 (Full HD),Résolution 1920 x 1080 (Full HD)
533,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,Moteur video , CEVO
534,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,3 x HDMI,3 x HDMI
535,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,2 x USB,2 x USB
536,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,Sortie haut-parleur super sound , 8W
537,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,Mouvement actif = AMR + 200,Mouvement actif = AMR + 200
538,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,6 modes d’image,6 modes d’image
539,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,TNT,TNT
540,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,Luminosité 260 cd/m²,Luminosité 260 cd/m²
541,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,Aspect ratio = 16,09
542,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,Entree VGA,Entree VGA
543,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,"Prise casque (3,5 mm)","Prise casque (3,5 mm)"
544,TN,"Toshiba Téléviseur - S2850 - 43""- Full HD - LED - Garantie 3 ans",Toshiba,848.90 TND,1,848.90,TND,https://www.jumia.com.tn/toshiba-televiseur-s2850-43-full-hd-led-garantie-3-ans-314151.html,15/09/2022 19:41:09,Dimension (LxHxP) mm ,– Sans Support 
545,TN,Elément haut de cuisine 2 portes chêne,(1 avis vérifié),99.00 TND,1,99.00,TND,https://www.jumia.com.tn/sans-marque-element-haut-de-cuisine-2-portes-chene-619077.html,15/09/2022 19:41:11,SKU, SA050FD19WC9CNAFAMZ
546,TN,Elément haut de cuisine 2 portes chêne,(1 avis vérifié),99.00 TND,1,99.00,TND,https://www.jumia.com.tn/sans-marque-element-haut-de-cuisine-2-portes-chene-619077.html,15/09/2022 19:41:11,Taille (Longueur x Largeur x Hauteur cm), dimension
547,TN,Elément haut de cuisine 2 portes chêne,(1 avis vérifié),99.00 TND,1,99.00,TND,https://www.jumia.com.tn/sans-marque-element-haut-de-cuisine-2-portes-chene-619077.html,15/09/2022 19:41:11,Poids (kg), 9
548,TN,Elément haut de cuisine 2 portes chêne,(1 avis vérifié),99.00 TND,1,99.00,TND,https://www.jumia.com.tn/sans-marque-element-haut-de-cuisine-2-portes-chene-619077.html,15/09/2022 19:41:11,Couleur, blanc et chène
549,TN,Elément haut de cuisine 2 portes chêne,(1 avis vérifié),99.00 TND,1,99.00,TND,https://www.jumia.com.tn/sans-marque-element-haut-de-cuisine-2-portes-chene-619077.html,15/09/2022 19:41:11,Gamme de produits, Elément haut de cuisine 2 portes chêne 60*60*34cm
550,TN,Elément haut de cuisine 2 portes chêne,(1 avis vérifié),99.00 TND,1,99.00,TND,https://www.jumia.com.tn/sans-marque-element-haut-de-cuisine-2-portes-chene-619077.html,15/09/2022 19:41:11,Couleur , blanc et effet chêne.
551,TN,Elément haut de cuisine 2 portes chêne,(1 avis vérifié),99.00 TND,1,99.00,TND,https://www.jumia.com.tn/sans-marque-element-haut-de-cuisine-2-portes-chene-619077.html,15/09/2022 19:41:11,Un élément haut de cuisine 2portes chêne,Un élément haut de cuisine 2portes chêne
552,TN,Elément haut de cuisine 2 portes chêne,(1 avis vérifié),99.00 TND,1,99.00,TND,https://www.jumia.com.tn/sans-marque-element-haut-de-cuisine-2-portes-chene-619077.html,15/09/2022 19:41:11,Le caisson en MDF stratifié blanc mat 18 mm,Le caisson en MDF stratifié blanc mat 18 mm
553,TN,Elément haut de cuisine 2 portes chêne,(1 avis vérifié),99.00 TND,1,99.00,TND,https://www.jumia.com.tn/sans-marque-element-haut-de-cuisine-2-portes-chene-619077.html,15/09/2022 19:41:11,La façade en MDF stratifié blanc brillant 18 mm,La façade en MDF stratifié blanc brillant 18 mm
554,TN,Elément haut de cuisine 2 portes chêne,(1 avis vérifié),99.00 TND,1,99.00,TND,https://www.jumia.com.tn/sans-marque-element-haut-de-cuisine-2-portes-chene-619077.html,15/09/2022 19:41:11,Fonction ,"
     Meuble de  rangement"
555,TN,Elément haut de cuisine 2 portes chêne,(1 avis vérifié),99.00 TND,1,99.00,TND,https://www.jumia.com.tn/sans-marque-element-haut-de-cuisine-2-portes-chene-619077.html,15/09/2022 19:41:11,dimension, 60*60*32cm
556,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,SKU, VE380EA1D2Q30NAFAMZ
557,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Modèle, L32F1HB2E
558,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Taille (Longueur x Largeur x Hauteur cm), 12x
559,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Poids (kg), 0.1
560,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Couleur, noir
561,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Ecran 32”,Ecran 32”
562,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Résolution d’affichage 1366*768,Résolution d’affichage 1366*768
563,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Brillance 180cd/m2,Brillance 180cd/m2
564,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Contraste 3000,1
565,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Aspect Ratio 16,9
566,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Garantie , 3 ans
567,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Maximum Colors 16.7M,Maximum Colors 16.7M
568,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Response time 8.5ms,Response time 8.5ms
569,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Port USB  x 1,Port USB  x 1
570,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Ports HDMI x 3,Ports HDMI x 3
571,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,"AV Input &R,L","AV Input &R,L"
572,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Connecteur Coaxial x 1,Connecteur Coaxial x 1
573,TN,"Vega Téléviseur LED 32"" HD Avec récepteur intégré - L32F1HB2E - Garantie 3 Ans",Vega,558.80 TND,1,558.80 TND,TND,https://www.jumia.com.tn/vega-televiseur-led-32-hd-avec-recepteur-integre-l32f1hb2e-garantie-3-ans-382428.html,15/09/2022 19:41:12,Recepteur integre,Recepteur integre
574,TN,"Telefunken TV 32"" - D6 - LED HD Avec Récepteur Intégré - Garantie 3 ans",Telefunken,535.00 TND,2,535.00,TND,https://www.jumia.com.tn/tv-32-d6-led-hd-avec-recepteur-integre-garantie-3-ans-telefunken-mpg27648.html,15/09/2022 19:41:14,SKU, TE848EA1AB4L8NAFAMZ
575,TN,"Telefunken TV 32"" - D6 - LED HD Avec Récepteur Intégré - Garantie 3 ans",Telefunken,535.00 TND,2,535.00,TND,https://www.jumia.com.tn/tv-32-d6-led-hd-avec-recepteur-integre-garantie-3-ans-telefunken-mpg27648.html,15/09/2022 19:41:14,Modèle, TV32D6
576,TN,"Telefunken TV 32"" - D6 - LED HD Avec Récepteur Intégré - Garantie 3 ans",Telefunken,535.00 TND,2,535.00,TND,https://www.jumia.com.tn/tv-32-d6-led-hd-avec-recepteur-integre-garantie-3-ans-telefunken-mpg27648.html,15/09/2022 19:41:14,Taille (Longueur x Largeur x Hauteur cm), 720*81*423.4
577,TN,"Telefunken TV 32"" - D6 - LED HD Avec Récepteur Intégré - Garantie 3 ans",Telefunken,535.00 TND,2,535.00,TND,https://www.jumia.com.tn/tv-32-d6-led-hd-avec-recepteur-integre-garantie-3-ans-telefunken-mpg27648.html,15/09/2022 19:41:14,Poids (kg), 5
578,TN,"Telefunken TV 32"" - D6 - LED HD Avec Récepteur Intégré - Garantie 3 ans",Telefunken,535.00 TND,2,535.00,TND,https://www.jumia.com.tn/tv-32-d6-led-hd-avec-recepteur-integre-garantie-3-ans-telefunken-mpg27648.html,15/09/2022 19:41:14,Couleur, NOIR
579,TN,"Telefunken TV 32"" - D6 - LED HD Avec Récepteur Intégré - Garantie 3 ans",Telefunken,535.00 TND,2,535.00,TND,https://www.jumia.com.tn/tv-32-d6-led-hd-avec-recepteur-integre-garantie-3-ans-telefunken-mpg27648.html,15/09/2022 19:41:14,Garantie 3 ans,Garantie 3 ans
580,TN,"Telefunken TV 32"" - D6 - LED HD Avec Récepteur Intégré - Garantie 3 ans",Telefunken,535.00 TND,2,535.00,TND,https://www.jumia.com.tn/tv-32-d6-led-hd-avec-recepteur-integre-garantie-3-ans-telefunken-mpg27648.html,15/09/2022 19:41:14,Récepteur intégré,Récepteur intégré
581,TN,"Telefunken TV 32"" - D6 - LED HD Avec Récepteur Intégré - Garantie 3 ans",Telefunken,535.00 TND,2,535.00,TND,https://www.jumia.com.tn/tv-32-d6-led-hd-avec-recepteur-integre-garantie-3-ans-telefunken-mpg27648.html,15/09/2022 19:41:14,Pays de production, Tunisia
582,TN,"Telefunken TV 32"" - D6 - LED HD Avec Récepteur Intégré - Garantie 3 ans",Telefunken,535.00 TND,2,535.00,TND,https://www.jumia.com.tn/tv-32-d6-led-hd-avec-recepteur-integre-garantie-3-ans-telefunken-mpg27648.html,15/09/2022 19:41:14,Sans bordures,Sans bordures
583,TN,"Telefunken TV 32"" - D6 - LED HD Avec Récepteur Intégré - Garantie 3 ans",Telefunken,535.00 TND,2,535.00,TND,https://www.jumia.com.tn/tv-32-d6-led-hd-avec-recepteur-integre-garantie-3-ans-telefunken-mpg27648.html,15/09/2022 19:41:14,3x HDMI - 1x USB - Sortie RCA - 1x VGA - Entrée AV - Décodeur TNT - Système de protection des yeux,3x HDMI - 1x USB - Sortie RCA - 1x VGA - Entrée AV - Décodeur TNT - Système de protection des yeux
584,TN,"Telefunken TV 32"" - D6 - LED HD Avec Récepteur Intégré - Garantie 3 ans",Telefunken,535.00 TND,2,535.00,TND,https://www.jumia.com.tn/tv-32-d6-led-hd-avec-recepteur-integre-garantie-3-ans-telefunken-mpg27648.html,15/09/2022 19:41:14,Technologie de lumière naturelle,Technologie de lumière naturelle
585,TN,"Telefunken TV 32"" - D6 - LED HD Avec Récepteur Intégré - Garantie 3 ans",Telefunken,535.00 TND,2,535.00,TND,https://www.jumia.com.tn/tv-32-d6-led-hd-avec-recepteur-integre-garantie-3-ans-telefunken-mpg27648.html,15/09/2022 19:41:14,Economie d'énergie,Economie d'énergie
586,TN,"Telefunken TV 32"" - D6 - LED HD Avec Récepteur Intégré - Garantie 3 ans",Telefunken,535.00 TND,2,535.00,TND,https://www.jumia.com.tn/tv-32-d6-led-hd-avec-recepteur-integre-garantie-3-ans-telefunken-mpg27648.html,15/09/2022 19:41:14,Dolby Digital -  Resolution 1366 x 768 pixels,Dolby Digital -  Resolution 1366 x 768 pixels
587,TN,"Vega TV 32"" - LED avec récepteur intégrée - Noir - Garantie 3 ans",Vega,478.90 TND,1,478.90 TND,TND,https://www.jumia.com.tn/vega-tv-32-led-avec-recepteur-integree-noir-garantie-3-ans-626669.html,15/09/2022 19:41:14,SKU, VE380EA1LJTC8NAFAMZ
588,TN,"Vega TV 32"" - LED avec récepteur intégrée - Noir - Garantie 3 ans",Vega,478.90 TND,1,478.90 TND,TND,https://www.jumia.com.tn/vega-tv-32-led-avec-recepteur-integree-noir-garantie-3-ans-626669.html,15/09/2022 19:41:14,Modèle, L32F1HB1
589,TN,"Vega TV 32"" - LED avec récepteur intégrée - Noir - Garantie 3 ans",Vega,478.90 TND,1,478.90 TND,TND,https://www.jumia.com.tn/vega-tv-32-led-avec-recepteur-integree-noir-garantie-3-ans-626669.html,15/09/2022 19:41:14,Poids (kg), 1
590,TN,"Vega TV 32"" - LED avec récepteur intégrée - Noir - Garantie 3 ans",Vega,478.90 TND,1,478.90 TND,TND,https://www.jumia.com.tn/vega-tv-32-led-avec-recepteur-integree-noir-garantie-3-ans-626669.html,15/09/2022 19:41:14,Couleur, noir
591,TN,"Vega TV 32"" - LED avec récepteur intégrée - Noir - Garantie 3 ans",Vega,478.90 TND,1,478.90 TND,TND,https://www.jumia.com.tn/vega-tv-32-led-avec-recepteur-integree-noir-garantie-3-ans-626669.html,15/09/2022 19:41:14,Garantie 3 ans,Garantie 3 ans
592,TN,"Vega TV 32"" - LED avec récepteur intégrée - Noir - Garantie 3 ans",Vega,478.90 TND,1,478.90 TND,TND,https://www.jumia.com.tn/vega-tv-32-led-avec-recepteur-integree-noir-garantie-3-ans-626669.html,15/09/2022 19:41:14,"TV VEGA 32""","TV VEGA 32"""
593,TN,"Vega TV 32"" - LED avec récepteur intégrée - Noir - Garantie 3 ans",Vega,478.90 TND,1,478.90 TND,TND,https://www.jumia.com.tn/vega-tv-32-led-avec-recepteur-integree-noir-garantie-3-ans-626669.html,15/09/2022 19:41:14,avec récepteur intégrer,avec récepteur intégrer
594,TN,"Vega TV 32"" - LED avec récepteur intégrée - Noir - Garantie 3 ans",Vega,478.90 TND,1,478.90 TND,TND,https://www.jumia.com.tn/vega-tv-32-led-avec-recepteur-integree-noir-garantie-3-ans-626669.html,15/09/2022 19:41:14,Résolution 1366*768 Pixels,Résolution 1366*768 Pixels
595,TN,"Vega TV 32"" - LED avec récepteur intégrée - Noir - Garantie 3 ans",Vega,478.90 TND,1,478.90 TND,TND,https://www.jumia.com.tn/vega-tv-32-led-avec-recepteur-integree-noir-garantie-3-ans-626669.html,15/09/2022 19:41:14,Maximun colors 16.7M,Maximun colors 16.7M
596,TN,"Vega TV 32"" - LED avec récepteur intégrée - Noir - Garantie 3 ans",Vega,478.90 TND,1,478.90 TND,TND,https://www.jumia.com.tn/vega-tv-32-led-avec-recepteur-integree-noir-garantie-3-ans-626669.html,15/09/2022 19:41:14,3X HDMI,3X HDMI
597,TN,"Vega TV 32"" - LED avec récepteur intégrée - Noir - Garantie 3 ans",Vega,478.90 TND,1,478.90 TND,TND,https://www.jumia.com.tn/vega-tv-32-led-avec-recepteur-integree-noir-garantie-3-ans-626669.html,15/09/2022 19:41:14,Couleurs Noir,Couleurs Noir
598,TN,"Support mural mobile pour tv ""26"" - ""55"" - Noir",Support,60.00 TND,1,60.00,TND,https://www.jumia.com.tn/support-mural-mobile-pour-tv-26-55-noir-479075.html,15/09/2022 19:41:17,SKU, SU661EA0XZSMWNAFAMZ
599,TN,"Support mural mobile pour tv ""26"" - ""55"" - Noir",Support,60.00 TND,1,60.00,TND,https://www.jumia.com.tn/support-mural-mobile-pour-tv-26-55-noir-479075.html,15/09/2022 19:41:17,Modèle," Support mural mobile pour tv ""26"" - ""55"" - Noir"
600,TN,"Support mural mobile pour tv ""26"" - ""55"" - Noir",Support,60.00 TND,1,60.00,TND,https://www.jumia.com.tn/support-mural-mobile-pour-tv-26-55-noir-479075.html,15/09/2022 19:41:17,Poids (kg), 0.1
601,TN,"Support mural mobile pour tv ""26"" - ""55"" - Noir",Support,60.00 TND,1,60.00,TND,https://www.jumia.com.tn/support-mural-mobile-pour-tv-26-55-noir-479075.html,15/09/2022 19:41:17,Couleur, noir
602,TN,"Support mural mobile pour tv ""26"" - ""55"" - Noir",Support,60.00 TND,1,60.00,TND,https://www.jumia.com.tn/support-mural-mobile-pour-tv-26-55-noir-479075.html,15/09/2022 19:41:17,Capacité , 60 kg
603,TN,"Support mural mobile pour tv ""26"" - ""55"" - Noir",Support,60.00 TND,1,60.00,TND,https://www.jumia.com.tn/support-mural-mobile-pour-tv-26-55-noir-479075.html,15/09/2022 19:41:17,Taille de l'écran, 26 - 55 pouces
604,TN,"Support mural mobile pour tv ""26"" - ""55"" - Noir",Support,60.00 TND,1,60.00,TND,https://www.jumia.com.tn/support-mural-mobile-pour-tv-26-55-noir-479075.html,15/09/2022 19:41:17,Conformité VESA, 75 x 75 mm - 100 x 100 mm - 200 x 100 mm - 200 x 200 mm
605,TN,"Support mural mobile pour tv ""26"" - ""55"" - Noir",Support,60.00 TND,1,60.00,TND,https://www.jumia.com.tn/support-mural-mobile-pour-tv-26-55-noir-479075.html,15/09/2022 19:41:17,"Mouvement à droite et à gauche, haut et bas bip","Mouvement à droite et à gauche, haut et bas bip"
606,TN,"Support mural mobile pour tv ""26"" - ""55"" - Noir",Support,60.00 TND,1,60.00,TND,https://www.jumia.com.tn/support-mural-mobile-pour-tv-26-55-noir-479075.html,15/09/2022 19:41:17,Distance du mur, 85 - 420 mm
607,TN,"Support mural mobile pour tv ""26"" - ""55"" - Noir",Support,60.00 TND,1,60.00,TND,https://www.jumia.com.tn/support-mural-mobile-pour-tv-26-55-noir-479075.html,15/09/2022 19:41:17,Angle de pente, 15 °
608,TN,"Support mural mobile pour tv ""26"" - ""55"" - Noir",Support,60.00 TND,1,60.00,TND,https://www.jumia.com.tn/support-mural-mobile-pour-tv-26-55-noir-479075.html,15/09/2022 19:41:17,Couleur noire,Couleur noire
609,TN,"Support mural mobile pour tv ""26"" - ""55"" - Noir",Support,60.00 TND,1,60.00,TND,https://www.jumia.com.tn/support-mural-mobile-pour-tv-26-55-noir-479075.html,15/09/2022 19:41:17,Angle de retour, 180 °
610,TN,"Support mural mobile pour tv ""26"" - ""55"" - Noir",Support,60.00 TND,1,60.00,TND,https://www.jumia.com.tn/support-mural-mobile-pour-tv-26-55-noir-479075.html,15/09/2022 19:41:17,SUPPORT TV MOBILE MCR-814,SUPPORT TV MOBILE MCR-814
611,TN,Toshiba Téléviseur LED  32 pouces- récepteur intégré- Garantie 2 Ans,Toshiba,493.00 TND,1,493.00 TND,TND,https://www.jumia.com.tn/toshiba-televiseur-led-32-pouces-recepteur-integre-garantie-2-ans-634472.html,15/09/2022 19:41:17,SKU, TO026EA0GC7M8NAFAMZ
612,TN,Toshiba Téléviseur LED  32 pouces- récepteur intégré- Garantie 2 Ans,Toshiba,493.00 TND,1,493.00 TND,TND,https://www.jumia.com.tn/toshiba-televiseur-led-32-pouces-recepteur-integre-garantie-2-ans-634472.html,15/09/2022 19:41:17,Modèle, 32L3965
