,Country Code,Category,Name,Avg Price,Currency,Nb of Offers,Rank,Rating,Reviews,Description,scrape_link,date_scraped,Varumärke,Bildstorlek,Upplösning,Bildskärmsteknik,HDR,Smart TV,Lanseringsår,Pris/tum,Produktnamn,Kategori,"TV-mottagare, digital",Dubbla mottagare,Stöd för CI/CA-modul,CI+,Typ av digital-mottagare,"Analog 3,5mm-ingång (Aux)",Digital optisk ut (S/PDIF),HDMI,Antal HDMI-ingångar,HDCP-version,HDMI-version,Standarder som stöds,Hörlursutgång,Komponent in (YPbPr/YCbCr),Komposit in,USB-kontakt,Inspelningsfunktion via USB (PVR),USB 2.0,USB 3.1 Gen 1 (5Gbps),USB-kontakter (totalt),VGA in,Övriga anslutningar,Bildfrekvens,Bildförhållande,Bildstorlek (cm),Ljusstyrka,Rörelseförbättring (frekvens/index),Typ av index/mätmetod,Skärmtyp,Stödda videoformat,Uppdateringsfrekvens,Bildfiler som stöds,Ljudfiler som stöds,Ljudformat,Videofiler som stöds,Tillgängliga färger,Utformning panel,"Djup, utan stativ","Höjd, utan stativ",Mått (BxHxD),Bredd,Djup,Höjd,Produktvikt,"Vikt, utan stativ",Funktioner,Internettjänster/appar som stöds,Operativsystem,Ethernet-anslutning,Trådlöst nätverk (Wi-Fi),Trådlös nätverkstandard (IEEE 802.11),3D-stöd (3D-ready),DLNA,Full HD (HD ready 1080p),4K120,Ultra HD-certifierad (UHD/4K),Typ av HDR,Streaming-standarder,VESA-fäste,Typ av VESA-fäste,Inbyggda högtalare,Processorhastighet,Anslutning för 9V/12V/14V,Effektförbrukning drift (min-max),Effektförbrukning standby/viloläge,Energiförbrukning i HDR-läge (per 1000h),Energiförbrukning i SDR-läge (per 1000h),Energiklass (A-G),Energiklass (HDR),Bakbelysning,Diodplacering,Teknologier,Paneltyp,Glasögonteknik,Medföljande glasögon
948,NO,TV,"LG 65QNED96 65"" 8K (7680x4320) LCD Smart TV",37352.00,NOK,3.0,Rank 990,,(1),"Det billigaste priset för LG 65QNED96 65"" 8K (7680x4320) LCD Smart TV just nu är 34 311 kr.   Prisjakt jämför priser och erbjudanden från 3 butiker. ",https://www.prisjakt.nu/produkt.php?p=5793355,23/08/2022 16:02:27,LG,65 tum,8K (7680x4320),LCD,Ja,Ja,2021,527.86 kr/tum,"LG 65QNED96 65"" 8K (7680x4320) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,4 st,,,,,,,Ja,,,,3 st,,,,,165 cm,,,,,,50 Hz,,,,,,,,,,1444 mm,292 mm,900 mm,,,Röststyrning,,WebOS,,Ja,,,Ja,Ja,,Ja,"Dolby Vision, HDR10, HLG, HDR10+",,Ja,,,,Nej,,,,,,,LED (lysdiod),,,,,
949,NO,TV,"LG 32LT340C 32"" HD Ready (1366x768) LCD",5798.43,NOK,7.0,Rank 991,,(1),"Det billigaste priset för LG 32LT340C 32"" HD Ready (1366x768) LCD just nu är 3 775 kr.   Prisjakt jämför priser och erbjudanden från 7 butiker. ",https://www.prisjakt.nu/produkt.php?p=5172295,23/08/2022 16:02:30,LG,32 tum,1366x768,LCD,Nej,Nej,2019,117.97 kr/tum,"LG 32LT340C 32"" HD Ready (1366x768) LCD",TV,Ja,,Ja,,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,2 st,,1.4,,,1 st,1 st,Ja,,,,1 st,,,,16:9,80 cm,400 cd/m²,,,,"720p, 1080p (Full HD), 1080i",,,,,,Svart,Platt,84 mm,441 mm,,739 mm,168 mm,472 mm,4.9 kg,4.85 kg,,,,Ja,Nej,,Nej,,Nej,,,,,Ja,200x200mm,,,,33.4 W,0.3 W,,,,,LED (lysdiod),Bakbelyst (Back),,IPS,,
950,NO,TV,"Samsung QLED QE50Q68A 50"" 4K Ultra HD (3840x2160) Smart TV",7486.00,NOK,1.0,Rank 992,,(1),"Det billigaste priset för Samsung QLED QE50Q68A 50"" 4K Ultra HD (3840x2160) Smart TV just nu är 7 486 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5757751,23/08/2022 16:02:33,Samsung,50 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,149.72 kr/tum,"Samsung QLED QE50Q68A 50"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,3 st,,,,,,,Ja,,,,2 st,,,"24p, 30p, 60p, 50p",16:9,125 cm,,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,"Grå, Titan",,25.7 mm,,,1118.3 mm,228.8 mm,683.6 mm,12.2 kg,11.5 kg,"Bluetooth, Röststyrning",,Tizen OS,,Ja,,,Ja,Ja,,Ja,,,Ja,,,,Nej,,,,,,,LED (lysdiod),,,,,
951,NO,TV,"Philips 65PUS7607 65"" 4K Ultra HD (3840x2160) LCD Smart TV",8990.00,NOK,1.0,Rank 993,,(1),"Det billigaste priset för Philips 65PUS7607 65"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 8 990 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=6620717,23/08/2022 16:02:35,Philips,65 tum,4K Ultra HD (3840x2160),LCD,,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,NO,TV,"Samsung UE75BU8072 75"" 4K Ultra HD (3840x2160) LCD Smart TV",14887.75,NOK,4.0,Rank 994,,(1),"Det billigaste priset för Samsung UE75BU8072 75"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 12 960 kr.   Prisjakt jämför priser och erbjudanden från 4 butiker. ",https://www.prisjakt.nu/produkt.php?p=6091116,23/08/2022 16:02:38,Samsung,75 tum,4K Ultra HD (3840x2160),LCD,,,2022,172.8 kr/tum,"Samsung UE75BU8072 75"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,189 cm,,,,LED,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,Nej,,,,,,,LED (lysdiod),,,,,
953,NO,TV,"LG 55NANO803 55"" 4K Ultra HD (3840x2160) LCD Smart TV",8827.00,NOK,3.0,Rank 995,,(1),"Det billigaste priset för LG 55NANO803 55"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 8 059 kr.   Prisjakt jämför priser och erbjudanden från 3 butiker. ",https://www.prisjakt.nu/produkt.php?p=5421368,23/08/2022 16:02:43,LG,55 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,147.09 kr/tum,"LG 55NANO803 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,,,ARC,,1 st,,Ja,,,,2 st,,,,,139 cm,,,,NanoCell,2160p (4K Ultra HD),,,"MP3, WMA, AAC",Dolby Atmos,HEVC/H.265,"Svart, Silver, Titan",,,640 mm,,1096 mm,232 mm,695 mm,,,"Bluetooth, Stöd för HbbTV, Adaptiv synk-teknik, Stöd för HomeKit, ALLM, Variable Refresh Rate (VRR)","Webbläsare, Netflix",WebOS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,,Ja,"Dolby Vision, HDR10, HLG",Miracast,Ja,,,,Nej,98 W,0.5 W,,,,,LED (lysdiod),Kantbelyst (Edge),Local Dimming,IPS,,
954,NO,TV,"Philips 28HFL4014 28"" LCD Smart TV",5920.00,NOK,1.0,Rank 918,,(1),   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ,https://www.prisjakt.nu/produkt.php?p=5223995,23/08/2022 16:02:45,Philips,28 tum,1366x768,LCD,,Ja,2019,212.21 kr/tum,"Philips 28HFL4014 28"" LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.)",,Ja,Ja,,,,,,,,Ja,,,,2 st,,,,16:9,,220 cd/m²,,,,"720p, 1080i",,,"MP3, WMA, WAV (PCM), AAC",Dolby Atmos,"AVI, Matroska (MKV), HEVC/H.265",Svart,,,,,635 mm,,,,,Stöd för HbbTV,YouTube,Saphi,Ja,Nej,,,,Nej,,,,,Ja,,,,,26 W,0.3 W,,,,,LED (lysdiod),Bakbelyst (Back),,,,
955,NO,TV,"Hisense 32A4BG 32"" LCD Smart TV",3117.50,NOK,10.0,Rank 996,,(1),"Det billigaste priset för Hisense 32A4BG 32"" LCD Smart TV just nu är 2 240 kr.   Prisjakt jämför priser och erbjudanden från 10 butiker. ",https://www.prisjakt.nu/produkt.php?p=5929886,23/08/2022 16:02:48,Hisense,32 tum,,LCD,,Ja,,70 kr/tum,"Hisense 32A4BG 32"" LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"720p, 1080i",,,,,,Svart,,,,,,,,,,,,,,Ja,,,,Nej,,,,,,,,,,,,,,,,LED (lysdiod),,,,,
956,NO,TV,"Samsung QLED QE75Q64A 75"" 4K Ultra HD (3840x2160) Smart TV",11990.00,NOK,2.0,Rank 919,,(1),"Det billigaste priset för Samsung QLED QE75Q64A 75"" 4K Ultra HD (3840x2160) Smart TV just nu är 11 990 kr.   Prisjakt jämför priser och erbjudanden från 2 butiker. ",https://www.prisjakt.nu/produkt.php?p=6497267,23/08/2022 16:02:50,Samsung,75 tum,4K Ultra HD (3840x2160),LCD,,,,159.87 kr/tum,"Samsung QLED QE75Q64A 75"" 4K Ultra HD (3840x2160) Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,"24p, 30p, 60p, 50p",16:9,189 cm,,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,Nej,,,,,,,LED (lysdiod),,Quantum dot,,,
957,NO,TV,"Philips The One 70PUS8555 70"" 4K Ultra HD (3840x2160) LCD Smart TV",9996.00,NOK,1.0,Rank 1016,3.3,(1 omdöme),"Det billigaste priset för Philips The One 70PUS8555 70"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 9 996 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5325050,23/08/2022 16:02:53,Philips,70 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,142.8 kr/tum,"Philips The One 70PUS8555 70"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,2.3,2.0b,,Ja,,,Ja,Ja,1 st,1 st,2 st,Nej,Digital koaxial ut (S/PDIF),"24p, 30p, 60p, 50p",16:9,178 cm,,Ja,Philips Picture Performance Index (PPI) 2000,,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",50 Hz,"JPEG/JPG, PNG, BMP, GIF","MP3, WMA, WAV (PCM), AAC","DTS HD High Resolution Audio, Dolby Atmos","MPEG1, MPEG2, MPEG4, AVC/H.264, WMV9 HD (VC-1), AVI, Matroska (MKV), HEVC/H.265",Silver,Platt,86 mm,894 mm,,1581 mm,285 mm,912 mm,28.2 kg,27.6 kg,"Bluetooth, Röststyrning, Omgivningsljus (Ambilight), Time-shift, Mobilapp för styrning av funktioner, Stöd för HbbTV","YouTube, Spotify, Webbläsare, Netflix, Viaplay, SVT Play, TV4 Play, SF Anytime, HBO Nordic, Amazon Prime Video",Android TV,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,,Ja,"Dolby Vision, HDR10, HLG, HDR10+",Google Cast/Chromecast,Ja,400x200mm,Flerkanal,,Nej,137 W,0.3 W,,,G,,LED (lysdiod),Bakbelyst (Back),,VA,,
958,NO,TV,"DigiHome 55UAN221 55"" 4K Ultra HD (3840x2160) Smart TV",5350.00,NOK,2.0,Rank 1017,,(1),"Det billigaste priset för DigiHome 55UAN221 55"" 4K Ultra HD (3840x2160) Smart TV just nu är 3 990 kr.   Prisjakt jämför priser och erbjudanden från 2 butiker. ",https://www.prisjakt.nu/produkt.php?p=5941871,23/08/2022 16:02:56,DigiHome,55 tum,4K Ultra HD (3840x2160),,Ja,Ja,,72.55 kr/tum,"DigiHome 55UAN221 55"" 4K Ultra HD (3840x2160) Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,,,,,,Ja,,,,,,,,,Nej,,,,,,,,,,,,
959,NO,TV,"Panasonic TX-32FS503E 32"" HD Ready (1366x768) LCD Smart TV",4656.67,NOK,3.0,Rank 1019,,(1),"Det billigaste priset för Panasonic TX-32FS503E 32"" HD Ready (1366x768) LCD Smart TV just nu är 4 490 kr.   Prisjakt jämför priser och erbjudanden från 3 butiker. ",https://www.prisjakt.nu/produkt.php?p=4686722,23/08/2022 16:02:59,Panasonic,32 tum,1366x768,LCD,Ja,Ja,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,NO,TV,"Samsung UE75AU9075 75"" 4K Ultra HD (3840x2160) LCD Smart TV",11790.00,NOK,1.0,Rank 920,,(1),"Det billigaste priset för Samsung UE75AU9075 75"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 11 790 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5757760,23/08/2022 16:03:01,Samsung,75 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,,157.2 kr/tum,"Samsung UE75AU9075 75"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,3 st,,,,,,,Ja,,,,2 st,,,,,189 cm,,,,LED,2160p (4K Ultra HD),,,,,,Svart,,26.6 mm,,,1677.5 mm,338.9 mm,1026.8 mm,33.2 kg,32.1 kg,Bluetooth,,Tizen OS,,Ja,,,Ja,Ja,,Ja,,,Ja,,,,Nej,,,,,,,LED (lysdiod),,,VA,,
961,NO,TV,"Sony Bravia KD-55XD8005 55"" 4K Ultra HD (3840x2160) LCD Smart TV",13844.00,NOK,1.0,Rank 1119,3.6,(4 omdömen),,https://www.prisjakt.nu/produkt.php?p=3681438,23/08/2022 16:03:03,Sony,55 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2016,251.71 kr/tum,"Sony Bravia KD-55XD8005 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",0 st,Ja,Ja,4 st,2.2,2.0,MHL,Ja,1 st,1 st,Ja,Ja,2 st,1 st,3 st,Nej,SCART,"24p, 30p, 60p, 50p",16:9,138 cm,400 cd/m²,Ja,Sony MotionFlow XR 400,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",50 Hz,"JPEG/JPG, PNG, GIF","MP3, WMA, FLAC, WAV (PCM)",Dolby Digital Plus,"DivX, Xvid, MPEG1, MPEG2, MPEG4, WMV, AVC/H.264, AVI, Matroska (MKV), AVCHD, MOV, HEVC/H.265","Svart, Silver",Platt,44 mm,717 mm,,1231 mm,262 mm,769 mm,18 kg,14.7 kg,"Bluetooth, Röststyrning, Time-shift, Mobilapp för styrning av funktioner","YouTube, Webbläsare, Netflix, Vimeo, Viaplay, SVT Play, Amazon Prime Video",Android TV,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,,Ja,HDR10,"Miracast, Google Cast/Chromecast",Ja,200x200mm,2-kanal (Stereo),,Nej,93 W,0.5 W,,,,,LED (lysdiod),Kantbelyst (Edge),Quantum dot,IPS,,
962,NO,TV,"Champion CHLED343FHDA 43"" Full HD (1920x1080) LCD Smart TV",4424.56,NOK,9.0,Rank 921,,(1),"Det billigaste priset för Champion CHLED343FHDA 43"" Full HD (1920x1080) LCD Smart TV just nu är 4 150 kr.   Prisjakt jämför priser och erbjudanden från 9 butiker. ",https://www.prisjakt.nu/produkt.php?p=5785185,23/08/2022 16:03:06,Champion,43 tum,Full HD (1920x1080),LCD,,Ja,,96.51 kr/tum,"Champion CHLED343FHDA 43"" Full HD (1920x1080) LCD Smart TV",TV,,,,,,,,Ja,,,,,,,,,,,,,,,,16:9,,,,,,"720p, 1080p (Full HD), 1080i",,,,,,,,,,,,,,,,,SVT Play,Android TV,,,,,,,,,,,,,,,Nej,,,,,,,LED (lysdiod),,,,,
963,NO,TV,"Hitachi 40HE3100 40"" Full HD (1920x1080) LCD Smart TV",5142.67,NOK,3.0,Rank 1022,,(1),"Det billigaste priset för Hitachi 40HE3100 40"" Full HD (1920x1080) LCD Smart TV just nu är 5 142 kr.   Prisjakt jämför priser och erbjudanden från 3 butiker. ",https://www.prisjakt.nu/produkt.php?p=6489627,23/08/2022 16:03:10,Hitachi,40 tum,Full HD (1920x1080),LCD,,,,128.55 kr/tum,"Hitachi 40HE3100 40"" Full HD (1920x1080) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,16:9,102 cm,,,,,"720p, 1080p (Full HD), 1080i",,,,,,,,,,,,,,,,,,,,,,,,Ja,,Nej,,,,,,,Nej,,,,,,,LED (lysdiod),,,,,
964,NO,TV,"Panasonic TX-58JX800E 58"" 4K Ultra HD (3840x2160) LCD Smart TV",9072.12,NOK,8.0,Rank 1018,,(1),"Det billigaste priset för Panasonic TX-58JX800E 58"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 7 490 kr.   Prisjakt jämför priser och erbjudanden från 8 butiker. ",https://www.prisjakt.nu/produkt.php?p=5754081,23/08/2022 16:03:13,Panasonic,58 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,,129.14 kr/tum,"Panasonic TX-58JX800E 58"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,146 cm,,,,,2160p (4K Ultra HD),,,,,,Svart,,,,,,,,,,ALLM,SVT Play,Android TV,,Ja,,,,Ja,,Ja,,,,,,,Nej,,,,,,,LED (lysdiod),,,,,
965,NO,TV,"Panasonic TX-48JZ1000E 48"" 4K Ultra HD (3840x2160) OLED Smart TV",16034.00,NOK,6.0,Rank 1023,,(1),"Det billigaste priset för Panasonic TX-48JZ1000E 48"" 4K Ultra HD (3840x2160) OLED Smart TV just nu är 12 739 kr.   Prisjakt jämför priser och erbjudanden från 6 butiker. ",https://www.prisjakt.nu/produkt.php?p=5763245,23/08/2022 16:03:16,Panasonic,48 tum,4K Ultra HD (3840x2160),OLED,Ja,Ja,,265.4 kr/tum,"Panasonic TX-48JZ1000E 48"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,2.3,2.1,eARC,Ja,0 st,0 st,Ja,Ja,2 st,1 st,3 st,Nej,,"24p, 30p, 60p, 50p, 120p",16:9,121 cm,,,,,2160p (4K Ultra HD),120 Hz,JPEG/JPG,"MP3, WMA, FLAC, WAV (PCM), AAC, Apple Lossless (ALAC)",Dolby Atmos,"MPEG4, WMV, 3GP/3GPP, AVI, Matroska (MKV), TS, FLV, HEVC/H.265",Svart,Platt,67 mm,622 mm,,1069 mm,270 mm,660 mm,20.5 kg,19.5 kg,"Bluetooth, Röststyrning, Mobilapp för styrning av funktioner, Stöd för HbbTV, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR)",,Firefox/Myhomescreen,Ja,Ja,,Nej,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG, HDR10+",,,,2-kanal (Stereo),,Nej,,,,,,,,,,,,
966,NO,TV,"Nokia UNE43GV210 43"" 4K Ultra HD (3840x2160) LCD Smart TV",4449.50,NOK,2.0,Rank 1020,,(1),"Det billigaste priset för Nokia UNE43GV210 43"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 4 409 kr.   Prisjakt jämför priser och erbjudanden från 2 butiker. ",https://www.prisjakt.nu/produkt.php?p=6237492,23/08/2022 16:03:19,Nokia,,4K Ultra HD (3840x2160),LCD,,Ja,2022,102.53 kr/tum,"Nokia UNE43GV210 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,SVT Play,Android TV,,,,,,Ja,,,,,,,,,Nej,,,,,,,LED (lysdiod),,,,,
967,NO,TV,"Sony Bravia KD-50X72K 50"" 4K Ultra HD (3840x2160) LCD Android TV",10390.43,NOK,7.0,Rank 1021,,(1),"Det billigaste priset för Sony Bravia KD-50X72K 50"" 4K Ultra HD (3840x2160) LCD Android TV just nu är 9 680 kr.   Prisjakt jämför priser och erbjudanden från 7 butiker. ",https://www.prisjakt.nu/produkt.php?p=6459652,23/08/2022 16:03:23,Sony,50 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,193.6 kr/tum,"Sony Bravia KD-50X72K 50"" 4K Ultra HD (3840x2160) LCD Android TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,126 cm,,,,LED,2160p (4K Ultra HD),,,,,,Svart,,,,,,,,,,,SVT Play,Android TV,,,,,,Ja,,Ja,,,,,,,Nej,,,,,,,LED (lysdiod),,,,,
968,NO,TV,"TCL 55C728 55"" 4K Ultra HD (3840x2160) LCD Android TV",9687.75,NOK,4.0,Rank 1025,,(1),"Det billigaste priset för TCL 55C728 55"" 4K Ultra HD (3840x2160) LCD Android TV just nu är 8 780 kr.   Prisjakt jämför priser och erbjudanden från 4 butiker. ",https://www.prisjakt.nu/produkt.php?p=5813193,23/08/2022 16:03:26,TCL,55 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,,160.25 kr/tum,"TCL 55C728 55"" 4K Ultra HD (3840x2160) LCD Android TV",TV,,,,,,,,Ja,,,,,,,,Ja,,,,,,,,,,,,,LED,2160p (4K Ultra HD),,,,Dolby Atmos,,,,,,,,,,,,"ALLM, Variable Refresh Rate (VRR)",SVT Play,Android TV,,Ja,,,,Ja,,Ja,,,,,,,Nej,,,,,,,LED (lysdiod),,,,,
969,NO,TV,"LG 86NANO91 (2021) 86"" 4K Ultra HD (3840x2160) LCD Smart TV",22323.33,NOK,3.0,Rank 998,3.8,(1 omdöme),"Det billigaste priset för LG 86NANO91 (2021) 86"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 21 990 kr.   Prisjakt jämför priser och erbjudanden från 3 butiker. ",https://www.prisjakt.nu/produkt.php?p=5817739,23/08/2022 16:03:29,LG,86 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,,255.7 kr/tum,"LG 86NANO91 (2021) 86"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,Ja,4 st,,,,,,,,,,,,,,,,217 cm,,,,NanoCell,2160p (4K Ultra HD),,,,,,"Svart, Grå",,46.1 mm,1105 mm,,1925 mm,452 mm,1177 mm,,,Bluetooth,,,,Ja,,,,Ja,,Ja,Dolby Vision,,,,,,Nej,,,335 kWh,207 kWh,,G,LED (lysdiod),,,,,
970,NO,TV,"Sony Bravia XR-50X90S 50"" 4K Ultra HD (3840x2160) LCD Google TV",14704.75,NOK,4.0,Rank 1024,,(1),"Det billigaste priset för Sony Bravia XR-50X90S 50"" 4K Ultra HD (3840x2160) LCD Google TV just nu är 13 849 kr.   Prisjakt jämför priser och erbjudanden från 4 butiker. ",https://www.prisjakt.nu/produkt.php?p=6459582,23/08/2022 16:03:33,Sony,,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,276.98 kr/tum,"Sony Bravia XR-50X90S 50"" 4K Ultra HD (3840x2160) LCD Google TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,126 cm,,,,,2160p (4K Ultra HD),,,,,,Svart,,,,,,,,,,Bluetooth,,,,Ja,,,,Ja,,Ja,Dolby Vision,,,,,,Nej,,,,,,,LED (lysdiod),,Local Dimming,,,
971,NO,TV,"Strong SRT 32HB4003 32"" HD Ready (1366x768)",2511.00,NOK,1.0,Rank 1026,,(1),"Det billigaste priset för Strong SRT 32HB4003 32"" HD Ready (1366x768) just nu är 2 511 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5213218,23/08/2022 16:03:36,Strong,32 tum,1366x768,LCD,,Nej,2019,78.47 kr/tum,"Strong SRT 32HB4003 32"" HD Ready (1366x768)",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,2 st,,,,,,,Ja,,,,,,SCART,,,,220 cd/m²,,,,"720p, 1080i",,,,,,"Svart, Silver",Platt,75.5 mm,434.1 mm,,736.4 mm,204 mm,476.3 mm,4.6 kg,4.3 kg,,,,Nej,Nej,,Nej,,Nej,,,,,Ja,100x100mm,,,,53 W,0.5 W,,,,,LED (lysdiod),,,,,
